stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
84,84,Av. Esc. dos Fuzileiros Navais - Alto da Telha,,38.63939998171362,-9.055459499359129,,,0,,,,
329,329,EN 10 - 3 - Qtª das Rebelas,,38.63360064857576,-9.05272364616394,,,0,,,,
102,102,EN 10 - 3 - Palhais - Entroncamento,,38.62218079255243,-9.048174619674683,,,0,,,,
89,89,EN 10 - 3 - Esc. de Fuzileiros / Mata da Machada,,38.61708841727722,-9.047391414642334,,,0,,,,
90,90,EN 10 - 3 - Sapal de Coina,,38.603511174508775,-9.048394560813904,,,0,,,,
91,91,EN 10 - 3 - Palácio do Rei do Lixo,,38.600563,-9.047272,,,0,,,,
92,92,R. D. Manuel Primeiro - Coina Centro,,38.59410745969785,-9.044913053512573,,,0,,,,
93,93,EN 10 - Coina,,38.58653495984759,-9.043829441070557,,,0,,,,
97,97,EN 10 - Coina,,38.58757905629654,-9.044086933135986,,,0,,,,
98,98,R. D. Manuel Primeiro - Coina Centro,,38.5943338676618,-9.044601917266846,,,0,,,,
99,99,EN 10 - 3 - Palácio do Rei do Lixo,,38.60079877152714,-9.047166109085083,,,0,,,,
100,100,EN 10 - 3 - Sapal de Coina,,38.60408969541963,-9.048298001289368,,,0,,,,
101,101,EN 10 - 3 - Mata da Machada / Esc. de Fuzileiros,,38.61635491779877,-9.047176837921143,,,0,,,,
88,88,EN 10 - 3 - Palhais - Entroncamento,,38.621883223368016,-9.047825932502747,,,0,,,,
328,328,EN 10 - 3 - Qtª das Rebelas,,38.634124451551706,-9.052938222885132,,,0,,,,
365,365,Av. Esc. dos Fuzileiros Navais - Alto da Telha,,38.640447499082796,-9.05624270439148,,,0,,,,
108,108,Startup Barreiro,,38.66442726821871,-9.074551463127136,,,0,,,,
110,110,R. Industrial Alfredo da Silva - Mausoléu,,38.66710794543155,-9.067432880401611,,,0,,,,
80,80,R. Industrial Alfredo da Silva - Portaria,,38.66683988222636,-9.059278964996338,,,0,,,,
341,341,R. da Indústria,,38.668021028192946,-9.055438041687012,,,0,,,,
112,112,R. Alves da Cunha - USF Lavradio,,38.669147,-9.052496,,,0,,,,
121,121,Praceta Barra-a-Barra,,38.67042933282637,-9.052155017852783,,,0,,,,
122,122,R. D. José Cárcamo Lobo - USF Lavradio,,38.66926079165203,-9.052927494049072,,,0,,,,
123,123,R. Alves da Cunha - USF Lavradio,,38.66934037033002,-9.051414728164673,,,0,,,,
124,124,Av. J.J. Fernandes - Igreja,,38.668171811381946,-9.049671292304993,,,0,,,,
113,113,Terminal - Carreira 7,,38.65230432806866,-9.078108072280882,,,0,0,,,
119,119,Praceta Barra-a-Barra,,38.67052147504677,-9.051876068115234,,,0,,,,
120,120,Barra-a-Barra,,38.67366261617149,-9.052600264549255,,,0,,,,
37,37,R. da Amizade - Alto da Serra,,38.650012719388045,-9.046635031700134,,,0,,,,
38,38,R. da Amizade - ESTBarreiro/IPS,,38.65273582936336,-9.046956896781921,,,0,,,,
